Date(NZST),WindDir(DegT),Speed(m/s),WindDir StdDev,WindSpd StdDev
20160402,139,1.2,28,0.5
20160403,194,0.5,93,0.3
20160404,114,2.4,12,0.5
20160405,348,0.7,22,0.3
20160406,332,0.3,40,0.2
20160407,330,0.9,24,0.4
20160408,182,0.8,46,0.5
20160409,119,0.3,17,0.3
20160410,131,1.1,28,0.5
20160411,116,1.3,22,0.4
20160412,50,0.8,83,0.5
20160413,114,1.9,16,0.6
20160414,40,0.6,38,0.4
20160415,114,1.9,18,0.6
20160416,118,1.2,14,0.4
20160417,305,0.5,54,0.3
20160418,199,0.5,45,0.3
20160419,316,0.9,23,0.3
20160420,298,0.5,43,0.3
20160421,121,0.4,42,0.3
20160422,21,0.4,46,0.3
20160423,2,2.1,57,1.4
20160424,200,1.3,52,0.8
20160425,320,0.5,36,0.4
20160426,337,0.5,41,0.3
20160427,306,0.3,21,0.2
20160428,323,0.5,32,0.2
20160429,305,0.7,21,0.3
20160430,34,0.7,49,0.4
20160501,157,0.7,58,0.4
20160502,81,0.8,47,0.4
20160503,139,1,32,0.5
20160504,338,1,65,0.5
20160505,144,0.5,47,0.3
20160506,153,0.3,52,0.3
20160507,109,2.7,12,0.6
20160508,136,2.7,24,1
20160509,1,0.4,52,0.3
20160510,351,0.5,29,0.3
20160511,38,2.8,27,1.1
20160512,96,0.6,33,0.4
20160513,162,1.4,73,0.6
20160514,38,0.3,61,0.3
20160515,71,0.8,50,0.6
20160516,59,4,19,1.1
20160517,118,1.8,24,0.7
20160518,19,2.2,43,1.1
20160519,229,0.5,77,0.3
20160520,76,1.1,73,0.5
20160521,174,1.1,60,0.6
20160522,318,1.1,73,0.8
20160523,344,0.7,30,0.4
20160524,26,0.7,57,0.3
20160525,90,1.5,19,0.4
20160526,110,1.2,58,0.7
20160527,127,1.5,18,0.6
20160528,121,2.3,17,0.6
20160529,153,0.9,63,0.4
20160530,110,2.5,16,0.7
20160531,153,0.9,34,0.7
20160601,115,3,12,0.6
20160602,341,0.6,25,0.3
20160603,332,0.6,35,0.3
20160604,348,0.7,15,0.3
20160605,293,0.2,0,0.2
20160606,17,0.8,0,0.3
20160607,290,0.3,28,0.3
20160608,270,0.2,0,0.3
20160609,12,0.4,58,0.3
20160610,346,1,60,0.8
20160611,253,0.5,75,0.4
20160612,26,2.5,33,1.1
20160613,336,0.8,18,0.4
20160614,287,0.5,25,0.4
20160615,94,0.8,79,0.5
20160616,340,0.6,94,0.4
20160617,267,0.3,56,0.2
20160618,335,0.8,19,0.4
20160619,122,2.1,15,0.5
20160620,113,0.4,7,0.3
20160621,128,1.5,18,0.5
20160622,28,2.8,31,1.3
20160623,102,0.8,39,0.3
20160624,210,0.6,91,0.3
20160625,109,2.6,17,0.7
20160626,193,0.8,85,0.4
20160627,7,0.4,75,0.3
20160628,117,1.2,17,0.5
20160629,109,2.1,44,1
20160630,180,1,52,0.5
20160701,315,0.4,0,0.3
20160702,283,0.4,45,0.4
20160703,254,0.4,57,0.3
20160704,129,0.6,59,0.4
20160705,329,0.6,95,0.3
20160706,12,0.5,50,0.3
20160707,197,1,82,0.5
20160708,127,1.2,61,0.7
20160709,272,0.5,39,0.4
20160710,74,0.1,19,0.1
20160711,110,0.1,0,0.2
20160712,310,0.4,23,0.4
20160713,330,1.8,61,0.9
20160714,92,1.2,87,0.5
20160715,175,2.8,39,1.5
20160716,301,0.9,46,0.5
20160717,213,1.6,99,1
20160718,118,1.5,15,0.5
20160719,346,0.6,29,0.4
20160720,338,0.5,41,0.5
20160721,324,0.6,57,0.4
20160722,53,0.5,35,0.3
20160723,58,2,23,0.8
20160724,357,1.7,64,0.9
20160725,309,0.6,85,0.3
20160726,37,0.9,44,0.4
20160727,122,1.1,31,0.4
20160728,332,1.4,56,0.7
20160729,177,1.8,75,0.9
20160730,21,0.9,68,0.4
20160731,5,0.7,45,0.3
20160801,337,0.7,17,0.3
20160802,179,0.2,39,0.3
20160803,133,3,33,1.3
20160804,153,0.8,28,0.5
20160805,185,2.2,21,0.8
20160806,200,2.4,21,0.7
20160807,114,0.2,0,0.2
20160808,328,0.2,0,0.2
20160809,147,0.3,5,0.3
20160810,70,0.3,0,0.2
20160811,104,0.2,0,0.3
20160812,360,1,35,0.6
20160813,48,0.4,82,0.3
20160814,306,0.4,21,0.4
20160815,95,0.9,30,0.5
20160816,112,3.1,12,0.7
20160817,90,1.1,27,0.5
20160818,264,0.2,61,0.3
20160819,293,0.3,51,0.3
20160820,293,0.6,50,0.5
20160821,86,0.3,20,0.3
20160822,140,3.1,20,0.9
20160823,78,0.5,61,0.3
20160824,116,2.1,18,0.8
20160825,280,0.5,27,0.4
20160826,319,0.4,38,0.4
20160827,331,1.3,31,0.5
20160828,343,0.4,27,0.2
20160829,29,0.3,54,0.3
20160830,291,0.4,22,0.2
20160831,257,0.6,25,0.4
20160901,302,0.8,30,0.3
20160902,321,1.3,22,0.5
20160903,112,0.9,30,0.5
20160904,20,1.7,25,0.7
20160905,14,1.5,36,0.9
20160906,315,0.8,47,0.4
20160907,42,4.5,21,1.6
20160908,199,2.8,27,1.3
20160909,114,2.3,13,0.6
20160910,320,0.5,20,0.4
20160911,133,1.1,52,0.8
20160912,135,1.9,18,0.5
20160913,59,1.4,65,0.8
20160914,102,1.6,49,0.6
20160915,35,0.6,58,0.3
20160916,38,4.8,23,1.5
20160917,158,0.9,53,0.6
20160918,144,1.4,29,0.6
20160919,114,2.6,13,0.6
20160920,145,1.6,23,0.6
20160921,23,0.8,42,0.4
20160922,338,0.6,23,0.4
20160923,91,1.7,58,0.7
20160924,321,1.9,20,0.5
20160925,143,1.2,14,0.3
20160926,140,1.7,20,0.6
20160927,13,0.2,27,0.2
20160928,352,0.4,31,0.4
20160929,115,1.5,15,0.4
20160930,34,0.7,58,0.3
20161001,53,1,70,0.6
20161002,304,0.5,41,0.4
20161003,171,0.9,69,0.5
20161004,10,1,36,0.5
20161005,41,0.8,58,0.4
20161006,294,0.8,15,0.5
20161007,117,1.1,36,0.5
20161008,333,0.9,47,0.6
20161009,88,1.2,37,0.4
20161010,336,0.7,57,0.3
20161011,10,1.2,47,0.8
20161012,4,1.2,35,0.6
20161013,45,0.8,48,0.4
20161014,133,1.3,61,0.7
20161015,123,2.1,24,0.7
20161016,342,0.3,43,0.4
20161017,328,0.8,45,0.4
20161018,293,1.3,97,0.6
20161019,21,2.2,30,0.9
20161020,323,1,40,0.4
20161021,142,1.3,39,0.6
20161022,357,0.9,39,0.4
20161023,25,2,31,0.7
20161024,325,0.3,12,0.3
20161025,13,0.8,43,0.4
20161026,101,0.5,83,0.4
20161027,318,1,27,0.5
20161028,360,1.4,60,0.9
20161029,250,1.3,93,1.2
20161030,56,0.9,44,0.4
20161031,345,0.6,39,0.4
20161101,327,0.7,38,0.3
20161102,112,0.8,86,0.4
20161103,316,1,59,0.6
20161104,339,0.8,52,0.6
20161105,337,0.7,27,0.3
20161106,337,1.6,26,0.8
20161107,265,0.6,49,0.4
20161108,21,0.9,70,0.5
20161109,337,1.1,27,0.6
20161110,197,0.9,24,0.4
20161111,8,1.2,34,0.6
20161112,215,2.2,30,0.9
20161113,352,1,48,0.4
20161114,23,1.9,33,0.8
20161115,43,3.9,24,1.4
20161116,20,1.9,34,1.1
20161117,277,0.6,24,0.4
20161118,62,0.7,56,0.4
20161119,326,0.6,66,0.4
20161120,147,1.4,27,0.6
20161121,352,0.5,44,0.4
20161122,149,1.2,43,0.5
20161123,324,1.3,29,0.5
20161124,316,0.8,27,0.6
20161125,33,2.4,25,0.9
20161126,39,2.4,30,0.9
20161127,39,2.3,57,0.9
20161128,332,0.8,51,0.5
20161129,245,0.7,38,0.4
20161130,226,1.3,38,0.5
20161201,294,0.7,87,0.4
20161202,235,1.4,33,0.6
20161203,324,1,34,0.5
20161204,315,0.8,43,0.5
20161205,53,0.8,54,0.4
20161206,336,0.6,25,0.3
20161207,32,2.4,27,0.9
20161208,161,1.1,42,0.4
20161209,138,1.1,20,0.6
20161210,9,2.6,32,1.1
20161211,141,1.1,24,0.5
20161212,205,1.4,73,1
20161213,348,1,31,0.4
20161214,321,0.5,81,0.3
20161215,177,0.4,74,0.4
20161216,322,0.8,53,0.5
20161217,169,1.6,42,0.6
20161218,36,4.1,24,1.2
20161219,248,0.6,36,0.5
20161220,196,0.5,85,0.3
20161221,329,0.8,53,0.4
20161222,43,4.5,23,1.7
20161223,172,2.4,26,1
20161224,312,0.7,45,0.4
20161225,221,0.8,30,0.5
20161226,276,0.9,20,0.4
20161227,353,1.6,27,0.6
20161228,204,1.2,31,0.7
20161229,247,0.6,25,0.4
20161230,263,0.6,69,0.3
20161231,326,1.3,30,0.5
20170101,13,2.1,36,1
20170102,239,0.7,44,0.3
20170103,3,0.2,8,0.2
20170104,138,2.6,22,0.8
20170105,73,0.8,70,0.5
20170106,317,0.6,39,0.4
20170107,232,0.6,52,0.4
20170108,140,1,36,0.6
20170109,59,0.7,68,0.4
20170110,191,1.6,42,1
20170111,119,1.7,17,0.7
20170112,49,4.5,21,1.5
20170113,84,0.8,82,0.6
20170114,316,0.8,63,0.6
20170115,276,1,47,0.7
20170116,342,0.6,65,0.5
20170117,307,0.8,53,0.5
20170118,7,1.7,42,0.9
20170119,31,1,48,0.6
20170120,21,0.9,37,0.4
20170121,330,1,20,0.5
20170122,118,0.5,20,0.3
20170123,266,0.7,87,0.4
20170124,100,1.6,16,0.9
20170125,49,4.5,22,1.7
20170126,314,0.6,19,0.4
20170127,260,0.4,19,0.4
20170128,112,2.2,18,0.7
20170129,123,1.3,32,0.7
20170130,313,0.8,25,0.4
20170131,330,1.1,25,0.5
20170201,45,4.5,24,1.6
20170202,162,1,56,0.7
20170203,110,0.7,46,0.6
20170204,307,0.4,23,0.3
20170205,112,2,15,0.8
20170206,351,0.2,36,0.2
20170207,233,1.1,37,0.6
20170208,108,0.4,37,0.4
20170209,309,0.3,41,0.3
20170210,94,0.5,66,0.4
20170211,359,0.4,21,0.3
20170212,32,2.3,28,1
20170213,6,2.8,39,1.3
20170214,293,0.6,67,0.5
20170215,284,0.2,15,0.2
20170216,354,0.5,34,0.4
20170217,134,1.3,24,0.6
20170218,341,0.7,77,0.6
20170219,123,0.5,62,0.4
20170220,114,1.7,19,0.5
20170221,4,0.4,41,0.4
20170222,302,0.2,61,0.2
20170223,343,0.3,18,0.4
20170224,248,0.3,55,0.3
20170225,224,0.7,35,0.5
20170226,180,1,27,0.6
20170227,96,0.9,35,0.5
20170228,337,0.1,11,0.2
20170301,116,1.4,15,0.5
20170302,203,0.2,18,0.3
20170303,234,0.2,19,0.2
20170304,177,1,31,0.7
20170305,132,0.2,35,0.3
20170306,139,0.3,15,0.3
20170307,322,0.2,50,0.3
20170308,146,1.3,59,0.9
20170309,359,0.4,59,0.3
20170310,280,0.2,37,0.3
20170311,226,0.4,39,0.5
20170312,183,0.3,48,0.3
20170313,202,0.9,28,0.6
20170314,128,1,28,0.5
20170315,360,0.2,52,0.3
20170316,298,0.2,12,0.2
20170317,248,0.2,56,0.2
20170318,142,0.5,21,0.3
20170319,229,0.3,29,0.3
20170320,0,0,23,0.1
20170321,321,0.4,16,0.3
20170322,227,0.7,26,0.4
20170323,173,0.3,47,0.4
20170324,326,0.1,8,0.2
20170325,125,0.9,16,0.4
20170326,339,0.3,22,0.5
20170327,120,0.9,22,0.4
20170328,97,0.4,34,0.5
20170329,131,0.7,21,0.4
20170330,159,0.5,29,0.4
20170331,136,1,43,0.6
20170401,126,0.7,14,0.6
20170402,352,0.8,55,0.5
20170403,175,1.3,21,0.7
20170404,146,1.3,37,0.6
20170405,210,1.8,31,0.9
20170406,153,2.5,17,0.7
20170407,103,1.5,34,0.5
20170408,25,0.3,54,0.3
20170409,119,1.8,18,0.4
20170410,14,0.4,51,0.4
20170411,335,0.4,49,0.3
20170412,24,2.2,56,1.7
20170413,144,1.2,32,0.7
20170414,9,0.5,31,0.4
20170415,296,0.8,40,0.5
20170416,36,0.4,44,0.4
20170417,110,1.4,19,0.6
20170418,115,2.6,14,0.7
20170419,47,0.4,82,0.3
20170420,111,0.8,48,0.5
20170421,298,0.3,24,0.3
20170422,0,0,5,0.1
20170423,319,0.3,40,0.3
20170424,47,0.1,30,0.2
20170425,124,1.2,12,0.3
20170426,336,0.5,44,0.5
20170427,334,0.5,28,0.4
20170428,23,3.2,34,1.6
20170429,223,0.3,14,0.3
20170430,319,0.3,41,0.4
20170501,108,3.3,11,0.6
20170502,293,0.4,8,0.4
20170503,31,2.3,30,1.1
20170504,9,0.3,46,0.3
20170505,350,0.8,41,0.4
20170506,112,1.3,15,0.4
20170507,221,0.9,65,0.7
20170508,350,0.9,27,0.3
20170509,29,1,46,0.6
20170510,94,0.5,84,0.4
20170511,98,0.9,62,0.5
20170512,209,0.8,52,0.4
20170513,355,0.3,26,0.3
20170514,118,0.9,10,0.3
20170515,123,1.9,10,0.4
20170516,114,2.7,20,1
20170517,64,0.8,83,0.4
20170518,200,2.7,21,1.1
20170519,310,0.9,40,0.6
20170520,100,0.7,83,0.6
20170521,17,0.6,59,0.4
20170522,312,0.5,42,0.4
20170523,102,0.4,39,0.3
20170524,320,0.6,30,0.5
20170525,117,3,13,0.7
20170526,112,2.1,21,1
20170527,148,0.3,34,0.3
20170528,124,1.7,26,0.6
20170529,143,0.9,47,0.4
20170530,42,1.4,82,0.8
20170531,120,1.6,10,0.4
20170601,125,1.9,18,0.6
20170602,116,1.7,15,0.5
20170603,132,0.9,22,0.3
20170604,179,0.5,24,0.3
20170605,114,1.4,21,0.5
20170606,0,0,0,0
20170607,288,0.3,4,0.3
20170608,329,0.1,9,0.2
20170609,318,0.4,25,0.3
20170610,150,2.3,41,1.1
20170611,118,0.8,8,0.6
20170612,61,0.3,41,0.4
20170613,116,0.9,48,0.5
20170614,298,0.4,50,0.4
20170615,354,0.3,29,0.3
20170616,331,0.2,39,0.3
20170617,118,2.6,15,0.7
20170618,122,2.9,11,0.5
20170619,125,0.5,38,0.6
20170620,113,1.1,11,0.5
20170621,120,2.2,10,0.5
20170622,59,0.3,28,0.3
20170623,203,2.6,17,1
20170624,0,0,0,0
20170625,196,0.8,23,0.4
20170626,354,0.8,24,0.4
20170627,81,0.1,8,0.2
20170628,114,2,11,0.5
20170629,259,0.4,41,0.4
20170630,145,1,57,0.5
20170701,52,1.9,52,0.7
20170702,127,2.1,17,0.7
20170703,296,0.4,18,0.4
20170704,166,1.2,59,0.5
20170705,18,0.7,38,0.7
20170706,0,0,0,0
20170707,334,0.4,17,0.3
20170708,78,1.1,72,0.9
20170709,121,0.2,17,0.3
20170710,118,0.6,8,0.3
20170711,356,0.6,23,0.3
20170712,193,2.7,16,0.9
20170713,147,2.2,25,0.6
20170714,126,2.1,19,0.8
20170715,296,0.2,4,0.5
20170716,18,0.7,24,0.4
20170717,112,1.3,25,0.7
20170718,119,2.5,11,0.5
20170719,117,0.8,10,0.5
20170720,113,1.9,19,1
20170721,121,0.8,15,0.8
20170722,114,2.5,19,0.8
20170723,58,0.5,43,0.4
20170724,83,0.5,23,0.3
20170725,179,1.1,25,0.3
20170726,44,0.7,20,0.4
20170727,60,1,51,0.5
20170728,130,1.6,18,0.4
20170729,275,0.6,93,0.4
20170730,0,0,0,0
20170731,13,0.6,51,0.5
20170801,78,0.6,52,0.6
20170802,167,1.5,21,0.5
20170803,122,0.3,39,0.3
20170804,285,0.4,14,0.4
20170805,341,0.6,26,0.4
20170806,108,0.9,43,0.5
20170807,92,1,48,0.6
20170808,333,0.4,37,0.4
20170809,133,1.2,21,0.4
20170810,89,0.5,24,0.4
20170811,18,0.3,21,0.3
20170812,96,0.9,55,0.7
20170813,61,1,56,0.8
20170814,124,1.4,24,0.5
20170815,113,1.5,16,0.4
20170816,63,0.5,55,0.4
20170817,35,2.7,31,1.2
20170818,103,1,39,0.8
20170819,138,0.6,56,0.4
20170820,137,1.5,19,0.7
20170821,110,2.7,15,0.7
20170822,110,1,12,0.7
20170823,127,0.8,77,0.4
20170824,343,1.2,24,0.4
20170825,100,0.7,69,0.4
20170826,267,0.5,65,0.3
20170827,278,0.3,20,0.3
20170828,129,0.3,31,0.4
20170829,192,0.7,29,0.5
20170830,319,0.9,23,0.3
20170831,142,1.1,18,0.4
20170901,138,1.7,16,0.5
20170902,11,0.5,70,0.3
20170903,118,0.8,38,0.3
20170904,315,0.4,25,0.4
20170905,346,0.8,41,0.5
20170906,5,1.4,38,0.9
20170907,310,0.9,73,0.8
20170908,343,1,37,0.4
20170909,112,1.3,57,0.7
20170910,111,1.5,40,0.7
20170911,350,0.7,37,0.4
20170912,119,0.3,76,0.3
20170913,112,1.3,80,0.7
20170914,15,0.5,71,0.4
20170915,37,4.8,23,1.6
20170916,82,1.6,68,0.6
20170917,46,1.9,86,1.8
20170918,331,0.8,12,0.5
20170919,114,3.6,14,1
20170920,300,0.7,26,0.4
20170921,358,0.5,35,0.4
20170922,191,2.6,27,1
20170923,359,0.5,60,0.4
20170924,127,0.5,59,0.4
20170925,51,4.8,21,1.4
20170926,260,0.4,79,0.3
20170927,53,0.2,31,0.3
20170928,132,2.4,18,0.8
20170929,36,3.5,23,1.1
20170930,119,2.7,14,0.7
20171001,79,1.3,47,0.8
20171002,252,0.3,40,0.4
20171003,246,0.3,48,0.4
20171004,327,0.3,15,0.4
20171005,112,2.4,12,0.7
20171006,242,0.2,27,0.3
20171007,117,1.2,13,0.3
20171008,148,1.4,32,0.5
20171009,143,1.6,20,0.6
20171010,89,0.8,42,0.8
20171011,191,2.5,23,1
20171012,311,1.1,22,0.4
20171013,25,1.5,25,0.7
20171014,337,0.9,27,0.5
20171015,333,0.8,57,0.6
20171016,127,0.2,48,0.3
20171017,220,0.6,56,0.5
20171018,295,0.5,39,0.4
20171019,134,0.9,18,0.5
20171020,144,0.9,61,0.5
20171021,279,1.1,65,0.6
20171022,303,0.7,44,0.5
20171023,338,0.9,40,0.6
20171024,116,1.4,18,0.5
20171025,332,0.9,74,0.5
20171026,110,0.9,30,0.4
20171027,341,0.7,28,0.4
20171028,336,0.7,24,0.3
20171029,330,0.8,23,0.4
20171030,314,0.6,60,0.4
20171031,315,0.9,24,0.5
20171101,312,0.9,48,0.6
20171102,318,0.9,37,0.4
20171103,48,2.5,23,1
20171104,43,3.2,23,1.1
20171105,80,0.9,75,0.8
20171106,7,0.8,42,0.5
20171107,334,0.7,42,0.5
20171108,279,1.2,43,0.9
20171109,312,0.9,51,0.5
20171110,144,3.4,19,1
20171111,118,0.9,27,0.5
20171112,240,0.7,78,0.4
20171113,112,1.5,19,0.6
20171114,307,0.4,37,0.4
20171115,130,0.9,54,0.5
20171116,233,1.1,27,0.5
20171117,177,1.7,26,0.7
20171118,116,1.2,24,0.4
20171119,304,1.3,29,0.5
20171120,355,0.9,83,0.7
20171121,220,0.7,65,0.3
20171122,216,0.8,23,0.4
20171123,298,0.7,33,0.4
20171124,323,0.9,42,0.4
20171125,282,0.6,73,0.4
20171126,300,0.9,30,0.3
20171127,359,0.9,55,0.4
20171128,194,0.6,86,0.4
20171129,357,0.5,65,0.4
20171130,339,0.9,32,0.5
20171201,323,1,33,0.4
20171202,321,1.1,43,0.5
20171203,138,1,48,0.6
20171204,108,2.1,16,0.6
20171205,127,1.4,44,0.6
20171206,332,0.7,38,0.3
20171207,337,1,44,0.6
20171208,37,1,70,0.6
20171209,30,2,27,0.8
20171210,3,1.1,40,0.6
20171211,292,1,36,0.3
20171212,125,1.4,38,0.6
20171213,203,1.4,36,0.7
20171214,319,1.1,27,0.5
20171215,63,0.7,78,0.5
20171216,110,1.7,21,0.6
20171217,304,0.7,27,0.4
20171218,221,1.3,35,0.8
20171219,333,0.6,29,0.4
20171220,116,1.3,32,0.7
20171221,323,1.1,59,0.6
20171222,211,1.4,31,0.6
20171223,345,0.5,60,0.4
20171224,301,0.6,45,0.5
20171225,329,0.9,60,0.4
20171226,131,2.6,16,0.7
20171227,124,1.5,29,0.5
20171228,122,2,22,0.6
20171229,11,0.8,75,0.5
20171230,334,0.9,75,0.6
20171231,329,0.7,32,0.4
20180101,5,1,61,0.7
20180102,338,0.3,59,0.3
20180103,61,1.3,49,0.5
20180104,354,0.7,68,0.5
20180105,196,3.2,19,1.1
20180106,134,1.5,20,0.6
20180107,124,1,20,0.6
20180108,118,1.5,20,0.6
20180109,343,0.7,25,0.3
20180110,26,1.8,27,0.8
20180111,122,0.9,76,0.6
20180112,205,1.1,32,0.6
20180113,313,0.7,38,0.5
20180114,107,1.3,49,0.6
20180115,125,0.5,82,0.3
20180116,314,0.2,33,0.4
20180117,31,1.4,28,0.6
20180118,38,3,24,1.1
20180119,35,0.5,68,0.3
20180120,233,0.7,74,0.5
20180121,135,1.4,39,0.6
20180122,344,0.3,40,0.4
20180123,332,0.4,48,0.3
20180124,115,0.8,61,0.5
20180125,282,0.7,35,0.4
20180126,54,0.6,80,0.4
20180127,107,1.2,53,0.6
20180128,259,0.7,78,0.4
20180129,314,0.5,76,0.3
20180130,299,1,25,0.3
20180131,317,0.8,26,0.4
20180201,40,1.9,39,1.2
20180202,58,2.7,20,1
20180203,144,0.5,20,0.6
20180204,113,2.7,13,0.7
20180205,2,0.1,29,0.3
20180206,152,0.6,15,0.8
20180207,41,0.7,61,0.6
20180208,53,0.9,58,0.8
20180209,106,1.9,15,0.6
20180210,293,0.1,8,0.2
20180211,61,0.7,26,0.8
20180212,356,1,72,0.8
20180213,337,1,30,0.6
20180214,59,0.5,68,0.4
20180215,101,1.3,57,0.7
20180216,99,1.2,23,0.5
20180217,47,3.3,24,1.1
20180218,110,2.8,14,0.7
20180219,100,0.6,62,0.4
20180220,160,0.7,58,0.5
20180221,50,3.3,26,1.3
20180222,147,1.2,26,0.4
20180223,332,0.8,31,0.4
20180224,312,0.4,59,0.3
20180225,28,0.8,54,0.6
20180226,86,0.3,34,0.6
20180227,110,0.8,28,0.8
20180228,0,0,6,0.2
20180301,98,1,27,0.4
20180302,5,0.3,13,0.3
20180303,359,0.7,50,0.3
20180304,352,0.3,18,0.3
20180305,282,0.5,70,0.3
20180306,205,0.8,22,0.4
20180307,161,1,47,0.6
20180308,134,1.9,18,0.5
20180309,116,1.2,26,0.4
20180310,101,0.6,19,0.5
20180311,76,0.9,46,0.7
20180312,123,1.3,20,0.5
20180313,341,1.1,58,0.5
20180314,322,1,30,0.4
20180315,281,0.6,83,0.5
20180316,172,0.6,43,0.6
20180317,133,0.2,21,0.3
20180318,37,0.6,48,0.5
20180319,326,0.3,43,0.3
20180320,63,0.3,38,0.3
20180321,310,0.4,55,0.3
20180322,142,0.4,17,0.3
20180323,140,0.7,16,0.4
20180324,108,1.5,26,0.8
20180325,360,0.6,69,0.4
20180326,56,0.6,48,0.5
20180327,97,1.7,46,0.9
20180328,151,0.4,53,0.4
20180329,126,0.4,48,0.6
20180330,359,0.2,12,0.3
20180331,28,2.5,55,1.4
20180401,103,0.6,27,0.6
20180402,110,0.2,47,0.3
20180403,127,2.5,16,0.6
20180404,90,0.3,42,0.4
20180405,86,0.6,60,0.6
20180406,293,0.1,22,0.3
20180407,157,2.7,23,1
20180408,0,0,11,0.1
20180409,154,0.3,35,0.5
20180410,170,0.9,78,0.6
20180411,138,1.4,16,0.6
20180412,324,0.1,18,0.3
20180413,64,1,26,0.6
20180414,119,1.3,14,0.6
20180415,72,2.2,18,0.7
20180416,258,0.5,52,0.6
20180417,307,1.8,82,1.3
20180418,84,0.3,26,0.5
20180419,305,0.1,11,0.2
20180420,335,0.3,23,0.4
20180421,0,0,18,0.1
20180422,140,0.3,26,0.3
20180423,130,0.6,65,0.6
20180424,0,0,4,0.1
20180425,61,0.3,58,0.3
20180426,0,0,9,0.1
20180427,115,1.9,15,0.7
20180428,252,0.4,39,0.4
20180429,197,0.4,45,0.4
20180430,143,0.8,43,0.6
20180501,260,0.6,49,0.5
20180502,83,0.5,33,0.5
20180503,111,2.3,14,0.5
20180504,32,0.5,55,0.4
20180505,332,1.1,61,0.9
20180506,321,0.1,0,0.2
20180507,338,0.5,45,0.5
20180508,264,0.2,23,0.4
20180509,122,1.4,23,0.8
20180510,82,0.4,48,0.5
20180511,53,0.9,74,0.7
20180512,236,0.3,11,0.3
20180513,56,0.8,58,0.7
20180514,85,0.5,60,0.4
20180515,110,0.6,25,0.5
20180516,210,0.6,85,0.5
20180517,330,0.6,40,0.4
20180518,134,1,81,0.8
20180519,141,0.8,6,0.4
20180520,51,0.4,30,0.4
20180521,133,1.5,66,0.9
20180522,15,2.5,31,1.1
20180523,338,0.6,37,0.4
20180524,52,4.7,23,1.7
20180525,115,1.3,13,0.7
20180526,22,0.4,30,0.4
20180527,13,0.4,73,0.3
20180528,120,0.4,62,0.6
20180529,299,0.2,14,0.2
20180530,319,0.3,0,0.3
20180531,340,0.2,27,0.3
20180601,300,0.2,3,0.2
20180602,346,0.3,17,0.3
20180603,324,0.3,37,0.3
20180604,342,0.1,12,0.2
20180605,0,0,2,0.1
20180606,117,0.5,41,0.4
20180607,97,0.3,82,0.3
20180608,286,0.4,0,0.3
20180609,136,0.4,41,0.3
20180610,203,0.1,7,0.2
20180611,152,1.6,27,0.6
20180612,164,1.3,29,0.5
20180613,102,3.2,13,0.7
20180614,0,0,0,0
20180615,92,0.4,22,0.3
20180616,311,0.2,26,0.3
20180617,125,1.2,13,0.4
20180618,110,1,15,0.3
20180619,128,1.8,14,0.5
20180620,0,0,0,0
20180621,295,0.1,6,0.2
20180622,0,0,0,0
20180623,323,0.1,24,0.2
20180624,89,0.3,4,0.4
20180625,134,2.3,21,1
20180626,127,2.2,20,0.8
20180627,308,0.1,7,0.2
20180628,0,0,2,0.2
20180629,29,0.5,29,0.3
20180630,47,0.4,43,0.3
20180701,80,0.8,31,0.5
20180702,100,0.5,47,0.3
20180703,327,0.9,13,0.3
20180704,76,0.6,65,0.5
20180705,46,0.4,32,0.3
20180706,62,0.3,48,0.3
20180707,40,5.3,24,1.7
20180708,20,3.3,45,2.4
20180709,335,1.4,68,1.1
20180710,117,0.5,73,0.4
20180711,347,0.8,22,0.4
20180712,17,0.5,55,0.4
20180713,87,1.4,45,0.6
20180714,95,0.5,39,0.3
20180715,140,2.3,29,0.8
20180716,154,0.4,15,0.4
20180717,150,0.7,75,0.4
20180718,290,0.3,34,0.4
20180719,3,0.4,31,0.4
20180720,272,0.1,8,0.2
20180721,28,3.2,29,1.4
20180722,4,1.1,32,0.6
20180723,121,2.5,15,0.7
20180724,141,0.7,20,0.4
20180725,121,1.5,33,0.9
20180726,130,0.9,35,0.7
20180727,55,0.2,0,0.3
20180728,354,0.7,79,0.4
20180729,103,0.4,36,0.4
20180730,119,2.6,13,0.6
20180731,68,2,19,0.6
20180801,119,1.6,10,0.6
20180802,316,0.5,53,0.5
20180803,129,1.7,18,0.6
20180804,121,2.4,11,0.6
20180805,167,0.7,22,0.4
20180806,302,0.4,49,0.3
20180807,35,1.2,64,0.6
20180808,40,3.4,23,1.4
20180809,345,0.4,61,0.5
20180810,84,0.2,6,0.4
20180811,116,0.6,17,0.7
20180812,120,3.2,13,0.7
20180813,117,1,10,0.6
20180814,129,2.4,18,0.7
20180815,300,0.7,68,0.6
20180816,14,0.6,39,0.4
20180817,120,1.5,24,0.8
20180818,112,3,12,0.7
20180819,124,1.5,13,0.4
20180820,283,0.3,55,0.4
20180821,116,0.7,44,0.4
20180822,72,0.9,53,0.4
20180823,135,0.6,20,0.4
20180824,356,0.8,32,0.4
20180825,313,0.4,12,0.4
20180826,359,0.3,8,0.3
20180827,346,0.7,37,0.4
20180828,37,0.3,35,0.3
20180829,142,1.1,14,0.6
20180830,119,1.2,24,0.7
20180831,93,0.6,25,0.4
20180901,308,0.2,0,0.3
20180902,159,0.5,17,0.6
20180903,126,0.4,5,0.4
